NID,Topic,Topic Created,Topic Body
41922,Semana del libro y Scratch: #cervanrobotweek #23a29abril,4/23/16 5:17,"Estamos promoviendo la realización de una semana del libro especial, alrededor de la figura del Quijote o Cervantes, como otras, pero donde la programación en Scratch y la robótica educativa, entre otras, sean también protagonistas. La idea ha partido del gran Antonio Ruiz (@antjueduland) que la ha estado difundiendo por Twitter. Como nos ha parecido genial, bonita, oportuna y muy didáctica, unos cuantos tuiteros nos hemos unido rápidamente. La idea es muy sencilla: si conoces de algún proyecto sobre novelas o personajes de Cervantes, o si lo estás haciendo, o lo has hecho, añádelo al estudio Scratch https://scratch.mit.edu/studios/2006518/projects/ Si estabas buscando alguna idea para celebrar este día, anímate y crea tu proyecto durante los días 23 al 29. También puedes remezclar alguno de los proyectos que ya hay en el estudio de la cervanrobotweek."
41923,Semana del libro y Scratch: #cervanrobotweek #23a29abril,4/23/16 5:17,"Estamos promoviendo la realización de una semana del libro especial, alrededor de la figura del Quijote o Cervantes, como otras, pero donde la programación en Scratch y la robótica educativa, entre otras, sean también protagonistas. La idea ha partido del gran Antonio Ruiz (@antjueduland) que la ha estado difundiendo por Twitter. Como nos ha parecido genial, bonita, oportuna y muy didáctica, unos cuantos tuiteros nos hemos unido rápidamente. La idea es muy sencilla: si conoces de algún proyecto sobre novelas o personajes de Cervantes, o si lo estás haciendo, o lo has hecho, añádelo al estudio Scratch https://scratch.mit.edu/studios/2006518/projects/ Si estabas buscando alguna idea para celebrar este día, anímate y crea tu proyecto durante los días 23 al 29. También puedes remezclar alguno de los proyectos que ya hay en el estudio de la cervanrobotweek."
11725,Semantics of stop script block,1/30/12 17:26,Hi all! Does the stop script block have any effect when it's at the end of a scipt? Is there a semantic difference between a script without a stop script block at the end and one that has a stop script block at the end? Thanks! - mulhern
9791,Sensors,5/23/11 21:10,I'm looking for advice about how to get started with sensors for a high school class. Which ones - what context?
9791,Sensors,5/24/11 11:49,"Susan, I think you should start by using the existing sensors in the Scratch board (light, sound, slider and button). I wrote a few one-page documents to get people started with sensors. You may find the useful: - http://scratched.media.mit.edu/resources/make-car-go-faster - http://scratched.media.mit.edu/resources/make-your-own-puppet I also recommend the getting started with Pico Boards document (available in this link http://www.picocricket.com/pdfs/Getting_Started_With_PicoBoards.pdf) Best of luck! Claudia"
9791,Sensors,5/24/11 13:03,"In addition to Claudia's suggestions, as mentioned in last night's webinar, the loudness block can be pretty satisfying to play with. :) No additional hardware is required if you have access to a microphone. (Most laptops seem to have microphones built in.) The last Scratch Design Studio -- Loudness Lollapalooza -- might give you some ideas. K"
12183,Session 8 or about... Collaborative Stories,3/24/12 10:13,"Hi- We're working on the collaborative stories now. Is anyone else working on that? We shared projects with BP in Nebraska via Skype video and it was fun! We exchanged project links first, viewed each others' projects online and then got together in real time to ask questions about the projects..."
13453,Session Clariflication,7/17/12 14:48,"I'm super excied for the conference! Looking through the program, I had a few questions about a couple of the sessions: What's ""My Excellent Vacation"" all about? also, what's ""The Windows and Doors of Scratch""? and finally... what type of Government Recognition is going to be talked about in the ""Attaining Government Recognition for a Scratch Outreach Program...""? Is that for funding or for program status (like 21st Century programs, or something like that). Thanks y'all see ya in a week or so!"
13453,Session Clariflication,7/17/12 18:42,"Hi Emily, I've posted a more detailed version of the program, which contains all of the session descriptions. Hope that helps! K"
633,Set up a Scratch server,8/26/09 15:31,"I received a question via email about how to share Scratch projects beyond the main Scratch site. In case others are also interested, here are the links I sent along. You can post your Scratch project on the Scratch site, but embed it in a different site. You can post your Scratch project, without having it on the Scratch site. You can also set up your very own Scratch site. ScratchR is the name of the Scratch site platform. People have discussed setting up ScratchR on the Scratch forums, here and here."
633,Set up a Scratch server,9/16/09 11:41,"Karen, any suggestions on what to do for a ""Scratch Classroom"" group login?  I'd like the students to be able to post their projects to scratch.mit.edu under a central ""classroom"" login but I'd also like to avoid the more adventurous students experimenting with changing the group login password and so on.  There was some discussion of this at the Scratch@MIT conference.  Any thoughts?  Best regards, -- DanG"
633,Set up a Scratch server,9/16/09 19:27,"Ah, good question. For those who weren't there -- at Scratch@MIT, we presented the idea of Scratch Clubs, which was one way for educators to be better connected to participant/student content and contributions. Unfortunately, the original design didn't fit the different things people wanted. :) We've put the project on hold indefinitely. So, there isn't a mechanism for centralized login in the current system that avoids the potential for password or email hacks. What about having individual logins, but setting up galleries to aggregate projects? Anyone else have stories or experiences of the shared login? K"
633,Set up a Scratch server,9/29/09 8:36,"It's taken a fair ammount of tweaking, but I finally have a Moodle course serving Scratch projects.  I don't have a class to try it with right now, so if anyone would like to take it for a test drive, I'd love to hear from you.  Since I'm not using anywhere near my alotted bandwith at the moment I'd be glad to host  a few assignments in a closed environment. Here's an example: www.rickashby.com/catalyst the ""Questions and Comments"" has an example of a nested forum with embedded projects hosted on my site."
633,Set up a Scratch server,10/2/09 11:09,"I noticed that glogster.com/edu has an option to ""register a virtual class up to 200 students.""  Maybe that's a way to go or at least explore.  Google apps for education also allows adding student accounts, but neither of those are exactly a Scratch Club nor are either of them exactly a trivial exercise to implement.  8^)  Anyone else seen anything similar where you can as a teacher or administrator maintain the usual block/disable/enable/reset-password routines for student accounts without having students hit the reset button on your admin account?"
633,Set up a Scratch server,10/29/09 11:13,"Daniel's question from Sept. 16 is exactly the question I wanted to ask. I have two classes of 5th graders who created individual scratch projects to animate diagrams of plant and animal cells. They drew sprites for each part of the cell and created scripts so a label will appear and voice read aloud the name of each part as it is clicked. They were really excited about the project and I would like to let students share it with a larger audience, but to add their projects individually on the Scratch site would require me to get get permission from 48 parents. I started to set up a class membership and a gallery for this project, but then I realized that if students logged in, they could also change the password or make other unauthorized changes. Has anyone developed a solution for this? Pam"
633,Set up a Scratch server,10/30/09 17:36,"Hi Pam, Unfortunately, the two options you described (separate accounts with the hassle of permission-seeking vs. centralized account with hazard of unauthorized changes or inappropriate postings) are the only options we currently have available. K"
633,Set up a Scratch server,11/1/09 0:25,"I always used the class membership method and never had any trouble with kids changing the settings.  It might be worth giving your students the benefit of the doubt.  If you dont want to tempt them too much, you could change the password yourself right after they the class submits projects."
633,Set up a Scratch server,2/26/10 23:54,With 2nd grade I have had them use my login to post animations.  That worked fine.  I am a big believer in opeing things up and trusting students. With older students my school has done a lot with Google Apps.  I think it is a much better way to go than Moodle because it is user-centered.  5th graders can set up the site themselves.  Have done a lot of sharing of data that way.  But I have not tried it with Scratch yet.
633,Set up a Scratch server,3/31/10 13:33,"HI Pam... What I did was set up a pattern password for each class so I could remember any classes password. Then I created a Scratch account for any classroom.  I named them   ""rayschool23"" for Room 23. Before they came in to class to post their completed projects as a final step; I changed the password to 232323.  They can then post their projects, and when they leave, I change it back to my patterned password  (23xxxxxx, say, put what you want instead of xxxxxx) I encourage them to get individual accts. at home with their parents' help.  I was working with 5th graders. For 2nd and 3rd graders, I just posted their projects and put up links to them. see: http://rayschool.org/pinksheet/2010/03/25/third-grade-haiku/ http://rayschool.org/room15 for example Let me know if you have any questions"
633,Set up a Scratch server,9/25/10 12:21,I've just created a scratch plugin for Moodle based VLEs to allow students to upload and review their work to a forum on their school VLE. http://scratched.media.mit.edu/resources/scratch-filter-moodle Hope it's useful.
633,Set up a Scratch server,3/2/13 17:38,"When we did this with a 6th grade language arts project, we created a grade level login and password. During class they would upload the newest version using that login and password. Students were not only assesed on the quality of their own work, but also on the feedback and comments they left for their peers!"
633,Set up a Scratch server,9/8/13 10:00,"Hello, I wonder if there are any new developments in the Scratch 2.0 world for creating shared libraries for groups of students....is it possible on the Scratch 2.0 site for a group of students to view and share each others work, other than viewing and sharing with the entire Scratch community?"
633,Set up a Scratch server,1/30/14 10:13,"Code.org has something that I really liked that I hope could be done with Scratch.  Rather than requiring an email to register, teachers set up their educator account and can then set up individual sections or classes.  They get a code for students to use when they register, then students can sign up with just a user name, password, and the course code.  If something like that could be done with Scratch that would be perfect for education - especially with elementary school kids."
633,Set up a Scratch server,3/28/14 1:27,"Hi Karen, We stuck in between while configuring the scratch server in our local system. Could you please tell us to whom we need to contact for the solution."
633,Set up a Scratch server,4/8/14 9:47,"Hi karen, Could you please tell us how to integrate scratch application with other application?"
633,Set up a Scratch server,4/2/14 20:44,"Hi Rajagopal, I'd recommend contacting the MIT Scratch Team at help@scratch.mit.edu Sincerely, K"
41553,Setting up student accounts,4/7/16 8:41,"What is the best way to set up student accounts in Scratch? In particular, what is the best way to set up student accounts in which they can participate in the Scratch Community, share their work and use a classroom Studio? Thanks, Lisa Waters, CS teacher for JK-8"
41553,Setting up student accounts,4/7/16 8:58,"Hi Lilsa, Great question! Here is a note (a thread from a larger discussion on this issue) from my colleague, Christan Balch, who is leading  the Scratch Team in creating teacher accounts. I hope this helps! ""Hi. I’m Christan Balch, the Online Community Coordinator on the Scratch Team at MIT. We understand your frustration with the registration process for students, and we’re sorry for the difficulties that it has caused for you and your students. We’re continuing to work on Teacher Accounts, which we hope will simplify the process of creating accounts for your students. Unfortunately, the development of the Teacher Accounts has taken much longer than we expected. We hope to have more news about the accounts soon. We’ll make sure to post messages on ScratchEd to keep you informed. In the meantime, we suggest using a single email address (e.g., a teacher’s email address) to register and approve all of your student accounts. (Multiple Scratch accounts can share the same address.) We realize that the confirmation process can be time-consuming for educators, but confirmation is just a one-time process when first registering an account. Sorry again for the current difficulties. We hope to have better solutions in the future. Please do feel free to reach out to me should you have more questions."" Best, Willa, on behalf of the ScratchEd Team"
14149,"Shaping Our Digital World: You Have the Power - October 3 in Brookline, MA",9/18/12 16:21,"Shaping Our Digital World: You Have the Power Wednesday, October 3, 2012 Brookline High School Brookline, MA 7:00pm- 9:00pm Teens are growing up in a 24/7 digital world that's changing our worlds and their futures. Join us for this FREE town hall event as Boston area teens, teachers, and parents open up about the immense challenges and extraordinary opportunities of both raising kids and growing up in a public and powerful online world. Expert guests Dr. Howard Gardner of the Harvard Graduate School of Education, and Linda Burch of Common Sense Media, will be on hand to share the latest research and answer questions, and Justin Reich, fellow at the Berkman Center for the Study of Internet and Society, will moderate the panels as they tackle topics such as online privacy, relationships, civic engagement, learning, and the similarities and differences between how parents and kids approach the digital world. We hope that you, your kids, and your students will come and join the discussion abo ut how to create positive online communities and become responsible digital citizens. This Town Hall conversation about digital life with teens, parents, and teachers is hosted by the Good Play team is holding with Common Sense Media on October 3 at Brookline High School. Registration is free. RSVP at http://digitalworldboston.eventbrite.com"
13124,Share a Dorm Room,6/18/12 7:29,Hi! Is anybody else considering sharing a double dorm room with someone they have never met who will also be attending the conference? - mulhern
13124,Share a Dorm Room,7/2/12 17:05,"Hi Anne, Not sure if you've heard from potential roommates -- but I've sent a couple of people your way via email!"
37074,Share button has an exclamation point,10/1/15 11:10,Several of my students have exclamation points on their share buttons and can't share their projects with me. They are receiving a message to verify their account but no email is showing up. We have checked the spam folder. Thanks!
37074,Share button has an exclamation point,10/1/15 11:40,"Hi there! My name is Christan Balch, I am the Online Community Coordinator on the Scratch Team at MIT. I can help you with this! Please send a message to help@scratch.mit.edu with the usernames of the accounts - I would be happy to manually confirm the accounts for you."
13582,Share conference reflections during closing remarks!,7/28/12 10:48,"We'd love to give you an opportunity to share your reflections during closing remarks. Here's how to participate... Select an image from the Scratch@MIT 2012 Flickr group that evokes your experience of the conference. What was inspiring, interesting, or surprising? - http://bit.ly/scratchmit2012 If you would like to share your reflections during closing remarks, please send a link of the picture with a short description of why you chose the image and your name by 11:30am to scratchmit2012@gmail.com Attend the closing remarks session at 12pm in the Event Space. You can also send a photo that you've taken. Please email it with a description and your name to scratchmit2012@gmail.com Please come by the registration desk if you need any assistance."
60178,Share Project,1/18/19 10:36,"My students work cannot be shared with me through the Google Classroom. Scratch 2.0 was easy to share the link and I could see the work. Since the new Scratch 3.0 students work once they share it through the link can't be seen. The message is ""Whoops! Our server is Scratch'ing its head We couldn't find the page you're looking for. Check to make sure you've typed the URL correctly. If you know how to fix this problem please let me know!"
60178,Share Project,1/18/19 11:30,"Hi Sheila! I'd recommend sharing this question with the Teaching with Scratch Facebook Group, where we've migrated many of our discussions! I imagine some of the teachers there may know what to do! Best, Alexa"
35854,Share Your Back-to-School Scratch Plans,8/20/15 12:35,"Dear ScratchEd Community, Hello! My name is Willa and I'm the new Creative Computing project manager at the Harvard Graduate School of Education. I can't wait to get to know your amazing community of educators, both online and face-to-face! As we head back to school, what are your Scratch plans? (Post them here or share on twitter)!"
5978,Share Your Research Interests,8/28/10 19:58,"Are you interested in conducting research related to Scratch? At the recent Scratch conference, there was a session for those interested in research related to Scratch. At the session, several people suggested continuing the discussion--and expanding to include others involved in Scratch-related research. So, please join the conversation! We could begin by introducing ourselves and the research we're conducting or interested in."
5978,Share Your Research Interests,8/28/10 18:06,To get the introductions started... I'm a member of the Scratch Design Team in the Lifelong Kindergarten Group at MIT. I am also pursuing doctoral research in the Child Development department at Tufts on emotions and motivation. I am interested in research that can inform the design of Scratch 2.0 to better support youth learning--and to engage youth with diverse interests in creating projects. I'm excited about the research strand Yasmin Kafai and others have suggested to investigate learning trajectories in Scratch-- how youth learning with and use of Scratch changes over time.
5978,Share Your Research Interests,8/29/10 19:19,"Hi I'm Eliza Dresang and I'm a faculty member at the University of Washington Information School.  For almost two decades now I've been interested in the information behavior of youth growing up digital. I loved being at the Scratch conference because I felt among 'kindred souls.' I am not conducting research at the moment with Scratch but I'm very interested in reserach anyone else is conducting. I'm working with doctoral student Kyungwon Koh, who suggested this discussion, and she will soon be embarking on part of her dissertation research with Scratch users. Right now I'm one degree removed."
5978,Share Your Research Interests,8/29/10 21:36,"Hi, my name is Kyungwon Koh, a doctoral candidate at School of Library and Information Studies in Florida State University. It was really nice meeting people at 2010 Scratch@MIT. My research interest areas include youth information behavior, information literacy, and library and information services and resources for youth in the digital age. I found Scratch to be an exemplary place to observe new and innovative youth information behavior--that is, the ways young people seek, evaluate, use, share, and create information to enhance learning or pursue personal and aesthetic growth in the digital age. As part of my dissertation research, I am investigating information-related behaviors of Scratchers and look forward to sharing what I'll find in the Scratch community! :-)"
5978,Share Your Research Interests,8/30/10 1:31,"Hi everyone! I'm a member of the Scratch Team and a PhD student at the MIT Media Lab. I'm interested in the intersection of computer science and the social sciences (also known as social computing).  As part of my research, I led the development of the Scratch website. I'm interested in analyzing the way people use the website to better understand how to design social systems to support amateur creativity."
5978,Share Your Research Interests,8/30/10 17:35,"Hi. I am Ai Boon Tan. I am interested in anything about Scratch and like Eliza I am interested in research anyone else is conducting. I am just a Scratcher, lifelong student and new teacher. I love to find out more about using Scratch as an educational and therapeutic tool - for motivation, for people with dementia, for engaging people or children with special needs, for art and poetry, for thinking... the list goes on. One day, it will be nice to do real research but for now, I just explore Scratch with my students and we are really loving it. : )"
5978,Share Your Research Interests,9/2/10 16:22,"Hi im Amanda Wilson, ive recently graduated and my honours project focused on teaching children(age 8/9 years) about programming with Scratch (it also looked at the affective impact as well). I am now starting my phd which will be in the area of games based learning.  I am interested in how Scratch fits in with the new Scottish curriculum for excellence and want to explore this more as it can be used for a variety of learning outcomes other than computing - maths/english/art to name some. I am also interested in the affective impact of Scratch - my honours project showed that Scratch was enjoyed week after week by the children in school and very rarely did anyone not enjoy a lesson.  It also showed that the children did make some small steps in learning about programming, given my timescale I felt it was a great achievement as i only had 8 hours of lessons with them. I will at some point soon post my report onto the site or if anyone would like to read it please leave a message."
5978,Share Your Research Interests,9/5/10 23:44,"I'm Kylie Peppler, a faculty member in the Learning Sciences Program at Indiana University, Bloomington. My doctoral dissertation was supported by the Spencer Foundation to work with Dr. Yasmin Kafai at UCLA and focused on using Scratch as a platform for interactive media-art-making. We worked with the folks at the MIT Media Lab to develop and test the first versions of Scratch at an after-school center, called the Computer Clubhouse, in South Los Angeles. Originally, Scratch was designed for the Computer Clubhouse Network to engage youth in programming via media mixing. Much of the research is still ongoing but many of our  findings have been written up in conference proceedings and research articles. I thought I would list the references below for anyone that's interested. We also have a co-edited book that highlights some of our Scratch-related work titled, The Computer Clubhouse: Constructionism and Creativity in Youth Communities (Teachers College Press, 2009). Additionally, I did my post-doctoral work at UCIrvine with Dr. Mark Warschauer. During this time, I worked with 80 second-graders using Scratch in the classroom. A high proportion of these youth had (dis)abilities but were able to do amazing things in Scratch. My current research is supported by the National Science Foundation and the MacArthur Foundation. Feel free to contact me if you're interested in learning more at kpeppler@indiana.edu. Books Kafai, Y.B., Peppler, K., & Chapman, R. (Eds.) (2009). The Computer Clubhouse: Creativity and Constructionism in Youth Communities. New York, NY: Teachers College Press. Peer-reviewed journal articles Kafai, Y. & Peppler, K. (in press, 2011). Youth, Technology, and DIY: Developing Participatory Competencies in Creative Media Production. In V. L. Gadsden, S. Wortham, and R. Lukose (Eds.), Youth Cultures, Language and Literacy. Review of Research in Education, Volume 34. Peppler, K.  & Kafai, Y. B. (2010). Gaming Fluencies: Pathways into a Participatory Culture in a Community Design Studio. International Journal of Learning and Media, 1(4), pp. 1-14. Peppler, K., Warschauer, M., & Diazgranados, A. (2010). Developing a Culture of Critical Game Design in a Second Grade Classroom. E-Learning, 7(1), pp. 35-48. Peppler, K. (2010). Media Arts: Arts Education for a Digital Age. Teachers College Record, 112(8), pp. 2118–2153. Kafai, Y. B., Desai, S., Peppler, K., Chiu, G. & Moya, J. (2008). Mentoring Partnerships in a Community Technology Center: A Constructionist Approach for Fostering Equitable Service Learning. Mentoring & Tutoring, 16(2), pp. 194-201. Peppler, K. & Kafai, Y. (2007). From SuperGoo to Scratch: exploring creative digital media production in informal learning. Learning, Media, and Technology, 32(2), pp. 149–166. Chapters and other contributions Peppler, K. (2010). The New Fundamentals: Introducing Computation into Arts Education. In E. P. Clapp & M. J. Bellino (Eds.) 20Under40: Reinventing the Arts and Arts Education for the 21st Century. Peppler, K. & Kafai, Y. (June, 2008). Children as Media Art Designers: Workshops for Creative Codings. Proceedings published in the 2008 Interaction Design for Children (IDC) Conference held at Northwestern University, Chicago, IL. Peppler, K. and Kafai, Y.B. (June, 2008). Developing a Design Culture at the Computer Clubhouse: The Role of Local Practices and Mediators. Proceedings published in the 2008 International Conference of the Learning Sciences (ICLS) held at the University of Utrecht, Utrecht, Netherlands. Peppler, K. and Kafai, Y.B. (June, 2008). Literacy and the Learning Sciences: Creating a Framework for Understanding and Analyzing Youths’ Media Arts Practices. Proceedings published in the 2008 International Conference of the Learning Sciences (ICLS) held at the University of Utrecht, Utrecht, Netherlands. Maloney, J., Peppler, K., Kafai, Y.B., Resnick, M. and Rusk, N. (June, 2008). Digital Media Designs with Scratch: What Urban Youth Can Learn about Programming in a Computer Clubhouse. Proceedings published in the 2008 International Conference of the Learning Sciences (ICLS) held at the University of Utrecht, Utrecht, Netherlands. Maloney, J., Peppler, K., Kafai, Y. B., Resnick, M., Rusk, N. (March, 2008). Programming by Choice: Urban Youth Learning Programming with Scratch. Proceedings published by the ACM Special Interest Group on Computer Science Education, Portland, OR. Peppler, K. & Kafai, Y. B. (September, 2007). What video game making can teach us about learning and literacy: Alternative pathways into participatory culture. In Akira Baba (Ed.), Situated Play: Proceedings of the Third International Conference of the Digital Games Research Association (DiGRA) (pp. 369-376). Tokyo, Japan: The University of Tokyo. Kafai, Y., Peppler, K., & Chiu, G. (2007). High Tech Programmers in Low Income Communities: Seeding Reform in a Community Technology Center.  In C. Steinfield, B. Pentland, M. Ackerman, &. N. Contractor (Eds.), Communities and Technologies 2007 (pp. 545-564). New York: Springer. Peppler, K.  & Kafai, Y.B. (2007). Collaboration, Computation, and Creativity: Media Arts Practices in Urban Youth Cultures. Proceedings published by the Computer Supported Collaborative Learning (CSCL) Conference held at Rutgers University, New Brunswick, NJ. Peppler, K. and Kafai, Y. (2006). Creative Codings: Personal, Epistemological, and Cultural Connections to Digital Art Production. Proceedings published in the 2006 International Conference of the Learning Sciences, Bloomington, IN. Kafai, Y., Peppler, K., Alavez, M., and Ruvalcaba, O. (2006). Seeds of a Computer Culture: An Archival Analysis of Programming Artifacts from a Community Technology Center.  Proceedings Published in the 2006 International Conference of the Learning Sciences, Bloomington, IN."
5978,Share Your Research Interests,9/7/10 12:44,"Hi, my name is Quinn Burke, and I am currently a doctoral student at the University of Pennsylvania studying with Yasmin Kafai. Currently I am examining middle schoolers' use of Scratch to tell stories.  In the past there have been a series of studies looking at how storytelling can offer kids an entrance into programming (most notably Caitlin Kelleher's work with the introductory language Alice, see http://www.alice.org/kelleher/storytelling/).  I am interested in how storytelling with Scratch can actually offer more than simply a ""ramp"" to get kids interested in programming but also speak back to the writing process itself, teaching kids how to develop a narrative, revise one's work, and put together the basic elements of a story grammar.  I am currently doing research in a middle school in West Philadelphia, using Scratch both inside a language arts classroom as well as in an afterschool club, exploring kids' creations and how they potentially tie into their development as writers. I am very interested in learning what kind of Scratch stories others are creating with kids and what success educators have experienced with introducing Scratch in terms of English/ language arts as well as storytelling.  I am also getting more and more interested in how kids share their stories online at the website and how fanfiction genres (e.g., Harry Potter stories/ Final Fantasy animations) can offer kids a scaffold not only in how to use the Scratch software but also as a means to navigate the website itself and make wider connections online."
5978,Share Your Research Interests,9/10/10 13:13,"My name is Gary. I am a doctoral student at University of Georgia, majored in workforce education. I teach information technology and computer science at Tri-Cities High School. So, I am a full-time teacher and part-time student. My interests are about technology integration in classroom. Now, I got this new tool, Scratch, which I can use in classroom instruction. Thanks for Barb Ericson at GA Tech who directed this wonderful source to me. Hopefully, we will work together more on promoting Scratch in Metro-Atlanta public schools. I am working on my dissertation and trying to find a good research topic. I think using Scratch is under the theory of constructionism that many scholars have studied on. It is great to get connected with best scholars in the field (I cited Kafai and Peppler all the time in my assignments). Hopefully, I can locate an interesting topic to study. See you around."
5978,Share Your Research Interests,9/17/10 16:11,I have now posted in the resources section the conference paper which was co-authored by my project supervisor and I.
5978,Share Your Research Interests,11/4/10 2:20,"Hello, my name is Yoshiro Miyata.  At Chukyo University in Japan, I have been studying trans-cultural learning, i.e., how we can learn collaboratively across cultural and generational boundaries.  I have been interested in the potential of Scratch to express, communicate, and collaborate to discover meaning that transcend cultural and generational differences. For this purpose, I am coordinating a collaborative project involving members of many universities, schools and community organizations who are using Scratch as a tool to express themselves and their ideas.   We are now running a series of workshops with Toyota City Lifelong Learning Center in our local community in which small children, students, adults and elderies in the 70's are collaborating to create Scratch animations based on narrative stories using scanned hand drawings and recorded voice.  In the past years, we ran workshops in which many children and adults from local Brazilian community collaborated with Japanese participants.  We are excited by the possibilities of collaboration of such diverse age and culture groups. We are hoping to connect these local activities with activities around the world.  Right now, most partners are in Japan, except one school in the US and one in Inner-Mongolia in China, and I'm hoping to find more partners from around the world. We have set up a website for this project:  http://sns.or6.jp/school-news/school-news-english , which links to galleries of Scratch projects and activities at various schools (mostly in Japanese).   We are trying to design this website as a gateway for introducing Japanese Scratch users to the users around the world.   It would be wonderful if we can connect this project with similar attempts in other parts of the world. So, this is a research project trying to look at Scratch as embedded in the learning environments including the web, classrooms, people and communities, and to experiment how we can design such learning environment as a whole so that the people involved can learn from each other, because of, not in spite of, the differences in cultures and generations."
5978,Share Your Research Interests,11/5/10 19:13,"Hello Yoshiro I am a PhD student with an interest in programming for children as part of their curriculum and the affective impact of it also. I am working with my childrens own school this year and teaching the P4/5 (age 7-9) with Scratch.  I think your project sounds very interesting and the class teacher I am working with has thought so too.  At the moment I am introducing the children to scratch but by after christmas the children will be working on other projects and we would love to join your project.  Sorry i should say we are from a primary school in Glasgow, Scotland. Could you send me some more details please awilson169@gmail.com Amanda"
5978,Share Your Research Interests,11/14/10 19:46,"Hello Amanda Thank you for your interest in our project.  You are of course welcome to join the project! Right now, students in four universities in Japan are collaboratively working to help elementary school children in Japan, USA, and China (Inner-Mongolia) in learning with Scratch.   It is exciting to have a new partner from Scotland!  (I've never been to Scotland although I've visited Nottingham and York in a study tour with my students.) I'll try to describe how we have been collaborating so far.   We usually start by exchanging Scratch projects to introduce our schools and team members to each other.   (Projects are in this gallery: http://scratch.mit.edu/galleries/view/99695)  One such project has recently been selected as a ""featured project"" on the Scratch site and received many interesting comments from all over the world. (http://scratch.mit.edu/projects/h309017/1340424) Then each class (or team in the class) proposes ideas for collaborative Scratch projects.   Other school members look at these ideas and try to team up to work on ideas of common interests.   For example, children in an elementary school in Japan have studied the environment around their school, such as living things in a nearby river, its water quality, the history of recycling in the community, etc.., and would try to express their observations with Scratch animations.  They are just beginning to learn Scratch, so they will first send their drawings of their animation ideas to the university students, who will try to help the children create the animations. Another example is an elementary school near Boston, which is described in this blog post: http://sns.or6.jp/scratch-network-forum/-collaboration-blog/ideas-from-jackson-school-1109?lang=en I think you might be aware of this school and the teacher. Amanda, if you can describe what you would like your students to learn with Scratch, and ideas for collaboration, we can start discussing how to collaborate. Please let me know if you have any questions or suggestions.  I prefer discussing on an open forum like this, but you can email me at mudpie446 at_mark mac.com Yoshiro"
5978,Share Your Research Interests,12/20/10 10:49,"My name is Stephen Quinn, I am a final year student teacher in Belfast, I am completing a study into the use of Scratch in teaching secondary level Maths (for pupils aged 11-18). I would be interested in talking to a teacher (from uk) that is using scratch in secondary maths lesson. This would really help my research and study."
5978,Share Your Research Interests,2/14/11 7:05,"Hi, My name is Ivete and currently in my last year of master study at Norwegian University of Science and Technology(NTNU). I am doing a research on Quality of Scratch Project. If anyone have suggestion please write to me on oliveira.ivete@gmail.com.  I also posted some question under  ""researching scratch. :-)"
5978,Share Your Research Interests,5/29/11 1:47,"Hi, I am a full time teacher at an international school in Singapore and a part-time Ed.D. student in ""instructional technology and distance education"", fancy title, but simply educational technology. My main focus is educational robotics but the foundation of that, as with Scratch is constructionism so I am interested in Scratch research that contributes to our understanding in that area. Presently, I devote one quarter to Scratch in my grade 8 (13 year olds) course. I might introduce it at a younger age as well, possibly linking it with WeDo robotics kits that we have. As is so often the case, time is the issue. Happy Scratching and Researching, Wayne"
5978,Share Your Research Interests,8/17/13 4:59,"Hi My field of study is IT and i have MA degree from shiraz university, iran. I work on e-learning and teaching computer creativity to elementary students. also my MA thesis was in learning algorithmic thinking and programming to elementary students. I follow your discussions.It would be my chance using Scratch in my classes from 2011 up to now. What are scientific papers or technical reports that are published based on elementary students? Best regards Mohammad"
5978,Share Your Research Interests,6/14/14 9:56,"Hi Iam vinaykumar from india. I just finished my MCA. i have done my final sem project-research on scratch programming. My question is how scratch is going to provide computational thinking. we have scratch research team. we found some methods like working on fractal examples, recursion techniques. my project name is ""SCRATCH FOR EDUCATION AND ITS LOCALIZATION"" - i made entire scratch enviroment in kannada and i have developed so many examples and made corresponding documentation in kannada. scratch supports many languages. if you consider india, peoples are of different languages are there. i have visited so many schools in villages and i taught scratch programming. i made research paper on 1. INTEGRATING LANGUAGE AND ARTS WITH MIT SCRATCH 2. RECURSION- USING SCRATCH TO TEACH RECURSION CONCEPT FOR NOVICERS A. Recursion - part 1 B. Recursion - part2 C. Recursion - Part3 currently, i am creating a textbook on scratch programming in kannada. I am very interested to do research on scratch programming. we have separate scratch team here. currently i am working on this one only. my approach is Cloud implementation of scratch programming in india where in one place the users should get all the materials in all indian languages and scratch editor should be available in cloud."
5978,Share Your Research Interests,8/10/14 10:46,Hi Natalie I think there hasn't been anything by way of research topics --- but I am very interested in conducting research as it relates to the effect of using Scratch on language development in children with disabilities as well as cogntivie growth in the same population. Any resources or anyone willing to partner? We had a wonderful group at the unconference session for those working with children with disabilities at ScratchMIT2014 -- what paths or options for  a)research opportunities  b)research funding  c) research through collaborative partnerships   are available?   i work only with children with hearing loss learning to listen and talk (no sign language) but am interested in research related to children with all types of disabilities
5978,Share Your Research Interests,8/16/14 10:38,"hi, Like Ai Boon tan I am just a ""scratcher"" interested in research others are conducting. Recently I've joined a volunteer team at the ""RNIB"" that supports their ""Load2learn"" website so I just wondered about the use of ""scratch"" by visually impaired people/students."
