NID	Topic	Topic Created	Topic Body
39598	Scratch Teacher Accounts	1/14/16 8:55	"Hello from the MIT Scratch Team! We’re continuing to develop Teacher Accounts for Scratch, and we want to give you an update on our progress. Developing the Teacher Accounts has been more challenging than we expected -- and we know the delays have been frustrating for you. We now have a working prototype, and we will start alpha testing with a small group of teachers later this month. Based on feedback and requests we have received from educators using Scratch, we have focused on two main areas in this first version of Teacher Accounts: Account creation. Teachers will be able to create accounts for an entire class of students Classroom management. Teachers will be able to keep track of students’ work and participation on Scratch. Here’s a sneak peek at some screenshots from the current implementation of Teacher Accounts... A teacher can have multiple Classes: Each Class contains Students, Studios, and an Activity feed: Each Class also has a profile page on Scratch similar to a Member’s profile page: We are excited to share this update with you. If you have any questions or suggestions, please add them to this ScratchEd thread. -- Mitch Resnick and Christan Balch, for the MIT Scratch Team"
39614	KY Scratch Educator Meetup: January 2016	1/14/16 14:09	"Join us for our KY Scratch Educator Meetup on January 30, 2016 from 10am to noon at Awesome, Inc. in Lexington, KY. Meetups are a great way to build your personal/professional learning network and have fun learning from others using Scratch! Our meetups are open to all educators, parents, librarians and community partners interested in learning more about how the power of creative computing can transform learning! Register to attend on our Eventbrite page. We hope to see you!"
39686	Scratch Blocks Usage	1/17/16 8:57	Have you ever wondered which blocks are used the least/most in Scratch? Visit the interactive blocks usage chart: http://scratch.mit.edu/statistics/.
39754	What are your Scratch Day 2016 plans?	1/19/16 14:39	"What is Scratch Day? Scratch Day is a worldwide network of gatherings, where people come together to meet other Scratchers, share projects and experiences, and learn more about Scratch. Attend a local gathering or organize your own Scratch Day event. Scratch Day 2015 was celebrated on May 9 with 338 events around the world. Next year's Scratch Day will be May 14, 2016. Mark your calendars to: Are you interested in hosting a local Scratch Day event? The Scratch site has a handy guide to help you imagine, plan, organize, share, and post your event. Looking for an Scratch Day event near you? Search for events in your city, state, or country on the Scratch Day site. You can also post a comment below to learn about and share Scratch Day events and ideas."
39764	Los Angeles Area: Pasadena Scratch Educators Meetup has held their first event with more to come.	1/20/16 4:12	"I'm the organizer of the new Pasadena Scratch Educators Meetup (PaScratchers).  Last Sunday we held our first event drawing 9 educators and we are enthusiastic to draw even more of you from the Los Angeles area to come join us.  Our future events can be found on our meetup.com site.  Don't hesitate to contact me. Cheers, Keith"
39801	Downloading a Scratch.pb	1/21/16 4:37	"Hi, I'm new to ScratchEd but not new to Scratch. I would like to download the PacMan.sb file to my laptop to teach in a School but dont seem to be able to do this. Any help would be much appreciated. I do have the .pdf document, think the game is great and would really challenge my pupils. ?Thanks Mike"
39806	Scratch and Lego WeDo 2.0	1/21/16 10:31	I actually have 2 questions. 1) Is the new Lego WeDo 2.0 set compatible with Scratch? I was recently awarded a grant to order Lego WeDo bots for my elementary technology classes and need to know if I should order the original WeDo kits or the newer 2.0. 2) Is it possible to use a Chromebook to use Scratch with Lego WeDo? I have a few Windows run laptops but I have a class set of Chromebooks and it would be easier to use those if at all possible. Thanks in advance.
39831	"Slides published onSlideShare: ""Understanding ScratchX Extensions with JavaScript"""	1/22/16 11:31	"Hello all, I recently uploaded part one of a two part slide set. It's aimed at advanced students and motivated teachers, mantors, parents who want to learn more about making Scratch extensions. It supplements the ScratchX wiki by reverse engineering an extension project. http://www.slideshare.net/DarrenAdkinson/understanding-scratchx-extensions-with-javascript Comments, corrections, etc welcomed. Darren (I live in San Mateo, Ca, and I'm hopefully setting up some free programs with local agencies for underserved youth. Feel free to contact me if you'd like to hear more. Note: the slides above are kind of a side project of mine. The programs I'm setting up are for regular Scratch etc teaching)."
39902	Wanted: Technical reviewer for a forthcoming Scratch book	1/25/16 18:38	"Hello Scratchers, I'm an editor at No Starch Press--you may know our previous books about Scratch, including Learn to Program with Scratch, The Official ScratchJr Book, or Super Scratch Programming Adventure. https://www.nostarch.com/learnscratch https://www.nostarch.com/scratchjr https://www.nostarch.com/scratch We're working on a few new Scratch books these days. And so I'm looking for an experienced Scratch educator or Scratch team member for a short-term reviewing project, for a new book. I'm looking for someone to help read the book's text, run the code, and offer any suggestions on the pedagogy and the game logic itself, too. The book is made up of an intro to Scratch and then 8 games. It's a project book designed for kids and parents, just 180 pages or so long. I'm aiming to complete a review in 2 months time or so--reading and commenting on one chapter per week, basically. The project is paid. Candidates who aren't selected for the formal review will still get an advance peek at our book, a chapter or two. Scratch experience and English language proficiency required. Please contact me directly via tyler@nostarch.com Best, Tyler tyler@nostarch.com?"
39994	Creating a Rubric to Evaluate Games	1/29/16 10:30	Hello I'm wondering if anyone has any resources for evaluating student made games with SCRATCH.  I'm a Maker Space teacher at a middle school and I have students that are constantly designing games in SCRATCH which is awesome!  We have a project that includes students creating their own SCRATCH Arcade and we need a way to evaluate games to be entered into the arcade.  Any resources will be greatly appreciated!  Thanks! Andrew
40137	Student accounts	2/3/16 15:25	I would like to use scratch with one of my classes.  I don't see a place to create student accounts or a way to manage students.  I found some modules but they say to download scratch.  i don't see a place to do this. Help please.
40324	Coding Misconceptions	2/11/16 12:30	We're curious to learn about common coding misconceptions that your students encounter while creating Scratch projects. What do your students find confusing? Where do your students get stuck?
40418	CS50 AP Workshops and Scholarships	2/18/16 12:36	"This is a message from David J. Malan, Professor of the Practice of Computer Science in the School of Engineering and Applied Sciences at Harvard. Along with others in the community, CS50 at Harvard is preparing a suite of resources for teachers who would like to teach AP CS Principles this coming school year. CS50 itself is Harvard’s (and Yale's) introduction to computer science for majors and non-majors alike that begins with Scratch and then transitions to C and then to web programming. (The course is also freely available via edX.) CS50 AP, meanwhile, will be a free adaptation for high schools that satisfies the new AP CS Principles curriculum framework. If you or a colleague might like to adopt or adapt CS50 in some form this fall or next, CS50 and our friends at Microsoft will be hosting a number of workshops this year designed to connect and equip educators for just that. (The workshops will offer CEUs and certification for PD.) A number of scholarships are also available for teachers who would like to take the course first through Harvard Extension School in preparation. If you’d like to learn more, see https://youtu.be/RVjHSAZdVJg for a quick introduction. And to apply for any of this year’s workshops (in whichever city is easiest among Boston, DC, London, and San Diego), see https://cs50.harvard.edu/ap/apply for all details. And please feel welcome to write us at ap@cs50.harvard.edu with any questions!"
40426	2D array	2/18/16 16:00	"I know how to use a list as a 2D array that stores single charcaters and I can get a single charcater out of the list but how do I replace it? 3X3 array - - - , - - - , - - - teaching kids tic tac toe with 2 D array, want to change 2,2 so that it contains X - - - , - X - , - - -"
40438	Scratch for Learning English and coding (in a class)	2/19/16 9:58	"I did a studio where I added my thought about teaching english with Scratch (I'm italian) and 20 projects have been inspired to adapt to learning. This is a concept-map/presentation of this studio https://scratch.mit.edu/projects/97659653/ if you have similar project studio, and you want to join my studio, please add this studio-chain project https://scratch.mit.edu/projects/98463980/ Thanks for any suggestion and collaboration Francesco ---------------------------- The studio is this one https://scratch.mit.edu/studios/1697459/"
40457	littleBits	2/20/16 18:41	I'm very close to having my littleBits working with ScratchX but so far no go. Does anyone have it working who would be willing to help me troubleshoot? I have lots to offer in exchange but I'm really stuck now!
40524	Transition students from Scratch to App Inventor?	2/23/16 12:05	"Hi there! I was wondering if anyone has had any experience transitioning students from Scratch to App Inventor? The layout looks very similar so I don't imagine it shoud be too shocking for the students, but it would still be great to hear everyone's experiences. Do you guys have any recommended activities? Were there any pain points? What projects, tutorials, or worksheets did you use to start off? Thanks!"
40531	Southern MD first Scratch Meetup ever	2/23/16 14:39	"Join us at the HITS fair (History, Industry, Technology and Science) from 1-4pm on 3/19 at St. Charles High School in Waldorf, MD. 5305 Piney Church Road Join us for a BYOD (Bring your own device) meetup to learn more about Scratch, a free programming environment created by the Lifelong Kindergarten group at the MIT Media Lab. With Scratch, young people can create interactive stories, games and animations. Scratch is used in both formal and informal settings to help students thing creatively, reason systematically and work collaboratively. All educators, including those with no prior Scratch experience, are invited to attend. Registration: http://goo.gl/forms/a1k93bYxMe"
40564	Job Opportunity: Scratch Community Manager	2/24/16 21:11	"Reposted from the MIT Media Lab. Scratch Community Manager, Lifelong Kindergarten The MIT Scratch Team is seeking a Community Manager to supervise the moderation, support, and encouragement of social interactions in the worldwide community of young people using the Scratch website (http://scratch.mit.edu). Ideal candidates should have experience in managing online communities at scale. The Scratch community includes more than 9 million registered members (ages 8 and up) who have shared more than 12 million interactive stories, games, and animations on the website. The Scratch Community Manager supervises the Scratch Moderation Team, including full-time and part-time staff in distributed locations. The Community Manager works closely with other members of the Scratch Team as part of the Lifelong Kindergarten research group at the MIT Media Lab. This is a one-year full-time appointment with opportunities for extension. US work authorization is required. Responsibilities: Manages and oversees the Scratch Community team, including staff focused on moderating the website and promoting positive activities in the online community; Participates actively in the Scratch online community as a leader, mentor, and resource for youth; Reports to others on the Scratch Team on important trends in the community; Provides feedback to others on the Scratch Team to help identify problem trends and potential areas for improvements; Participates in design discussions and helps prioritize improvements on the website; Coordinates with other groups/organizations on issues related to Scratch community. Qualifications Skills and Experience: Experience managing online communities (ideally large-scale communities); Experience supporting youth in informal or interest-driven settings; Experience supervising staff (ideally across distributed locations); Excellent writing and communication skills. Interested applicants should submit a resume and cover letter referencing job no. 13225 at http://careers.mit.edu; keyword is Media Laboratory."
40722	The Netherlands Scratch Meetup	2/29/16 16:24	"Last december 10 people met at a Scratch2015AMS afterparty and discussed things learned at the conference, plans for the future, setting up a Dutch Scratch wiki, working on Dutch translation, showing ideas, ... It was all day (10:00 - 20:00) and big fun. Most if not all of us wanted to meet at a more regular basis and I think we shoudl set something up to ease meetings like these. So that's one of our to-do's at our next meeting: Monday March, 28 2016  (""easter monday"") 10:00 - 20:00 Haparandaweg 67-B5 1013 BD Amsterdam You're most welcome to join (part of) this meeting. Get in touch via joek (at) scratchweb (dot) nl"
40815	"March 5 - Next Cambridge, MA ScratchEd Meetup"	3/3/16 7:46	"Explore your interests, passions, and questions at this weekend's Cambridge, MA ScratchEd Meetup! Where: Kennedy Longfellow School, 158 Spring St, Cambridge, MA 02141 When: Saturday, March 5, 2016 from 10:00 AM to 1:00 PM (EDT) Register HERE"
40819	ICP Summer Program: A Beginners Guide to Computing + Photography	3/3/16 9:37	"Orinigal post on the International Center of Photography's website. Whether you teach math, science, art, English, or history, you want to stay ahead of the curve when it comes to innovative ways to educate your students. That’s why ICP has created a special one-week program especially for K-12 teachers like you. Together, we’ll explore the basics of computer programming by using digital photography, and experience how coding in the classroom amplifies learning for both students and teachers. A Beginner’s Guide to Computing + Photography for Teachers: Photo Games and Computer Stories in the K–12 Curriculum Monday, July 11 – Friday, July 15 10 AM – 5 PM International Center of Photography | 1114 Avenue of the Americas, New York, NY 10036 Learn the basics of programming with Scratch, a free visual programming language developed by MIT and used by millions of teachers and students across the K–12 curriculum. Explore web design using HTML and CSS, the building blocks of the web. Make creative photo stories, games, and puzzles that use digital photographs. Teacher Discount Save 15% when you register before March 15 Use code: EDUCATORS16 Learn more and register here."
40855	Kids Learning Code - Scratch Workshops in Canada	3/4/16 16:10	"Hey everyone, I found a few upcoming Scratch-centered events for kids across Canada that are coming up, and I thought I'd share the details here in case anybody is interested. I have taught at Kids Learning Code & Girls Learning Code in the past, and they are really great organizations. If you're in the area for any of these events, you should definitely check them out! - Katie MacDonald, ScratchEd Intern Kids Learning Code: MaKey MaKey and Scratch, Game and Controller Design For: 6-8 year old kids & their parents Where: Toronto, ON When: March 6, 2016 from 1-4 PM Find more details & register here: http://ladieslearningcode.com/events/kids-learning-code-makey-makey-and-scratch-game-and-controller-design-for-6-8-year-old-kids-and-their-parents-2/ Kids Learning Code: Game Design with Scratch For: 8-13 year olds Where: London, ON When: April 2, 2016 from 10 AM - 4 PM Find more details & register here: http://ladieslearningcode.com/events/kids-learning-code-game-design-with-scratch-kids-ages-8-13/ Girls Learning Code: Game Design with Scratch For: 8-13 year old girls Where: Barrie, ON (Georgian College) When: April 23, 2016 from 10 AM - 4 PM Find more details & register here: http://ladieslearningcode.com/events/girls-learning-code-game-design-with-scratch-girls-ages-8-13/ Girls Learning Code: Game Design with Scratch For: 8-13 year old girls Where: Vancouver, BC When: June 18, 2016 from 10 AM - 4 PM Find more details & register here: http://ladieslearningcode.com/events/girls-learning-code-game-design-with-scratch-girls-ages-8-13-3/"
40899	Major computational thinking research project and new MIT staff positions	3/7/16 9:18	"The MIT Computer Science and Artificial Intelligence Laboratory will be collaborating in an ambitious four-year research effort to explore the use Scratch and App Inventor to foster programming knowledge and computational thinking for students in grades 4 through 6.  The work will engage 20,000 students from 32 Hong Kong primary schools and several community organizations.  It is sponsored by the Hong Kong Jockey Club Charities Trust.  Other collaborators are the Hong Kong Institute of Education, City University of Hong Kong and Dalberg Global Development Advisors. As a result of launching this project, MIT has immediate staff openings for a post-doctoral associate, an educational researcher and a software engineer.  This is a chance to contribute to a major research project on computational thinking aimed at significant impact in one of the world's great cities and beyond. ?Here are preliminary descriptions of the three staff positions, together with information on how to register interest to be notified when the formal job opens in a few days: Postd0ctoral associate: https://drive.google.com/open?id=0B3jsksMcCW5bWENrM2ZvQlgxOUU Research Scientist https://drive.google.com/open?id=0B3jsksMcCW5bWU11UVd4Q2ZHS3c Software engineer https://drive.google.com/open?id=0B3jsksMcCW5bVWZCQjZtTU5iUTA ?"
40904	Apply to Present at Computer Using Educators 2016 Conference	3/7/16 11:27	"Mass. CSTA teachers: Want to share what you’re doing with CS in your classroom with a larger audience? Consider presenting at MassCUE, Oct. 18-20, 2016 at Gillette Stadium. Mass. Computer Using Educators’ 2016 conference: Global Connections & Digital Learning. Request for Presenters is now open, and presentation proposals are due April 25, 2016. Responses to submissions will be in by the week of May 15. Selected lead presenters get a 0registrationfee;co−presentergetsadiscount0registrationfee;co−presentergetsadiscount75 registration fee. Details here: http://www.masscue.org/pages/MassCUE/Conferences/MassCUE__x2f_M_A_S_S__Fall_Con/2016_MassCUE_M_A_S_S__Fall_Tec"
40987	guidelines for kindergarten	3/10/16 4:20	"Hi, I am planning to teach scratch for kindergarten. Does anyone has a syllabus guide?"
41024	Help required...New to SCRATCH	3/11/16 12:11	Hi...My name is Hoor Khan and I m new to SCRATCH...Currently I m teaching Middle School Science and O Level biology.I belong to Beaconhouse School System and this year we are trying to integrate technology like SCRATCH in our curriculum. Our group had just 2 workshops on What Is Scratch and believe me Scratch Ed is much more informative and resourceful then those two workshops. Now soon we will be asked to integrate Scratch in the curriculum and I m really confused about this. Few questionns to as: How to teach my subject which is Science and Biology using SCRATCH? Should I be teaching science or biology topics like the normal routine and  students will be creating different projects usinng SCRATCH? What kind of Science projects can be created using SCRATCH? I have bits of information like Scratch is coding and programing but doesn't it then related to computer studies. Please guide me. I really want to upgrade myself and my students' learning environment Thanks
41156	Motivator/reward project for individual student	3/16/16 21:45	I am looking to setting up Scratch as a motivator project for a child in my class.   He is in need of something to do when he has finished class activities.  Has anyone used it in this way?   Any suggestions/resouces for setting up individualised projects?
41165	"First New Orleans ScratchEd Meetup - April 16, 2016"	3/17/16 11:33	"The first-ever ScratchEd Meetup is happening in New Orleans on April 16, from 10am-1pm, in Central City! What's a ScratchEd Meetup? Scratch educator meetups are participatory professional learning experiences for teachers who want to learn more about teaching with Scratch. Meetups are organized into three parts: The meetup is free, and includes lunch. Learn more and register here. Check out reflections on ScratchEd to view recaps, photos, and videos from past meetups. Meet up with us! The Harvard GSE ScratchEd Team"
41167	What is the best way for students to share projects with teachers?	3/17/16 12:06	"Since it seems like teacher accounts are not yet up, I wanted to see what the best way for students to share their projects with me, their teacher, is. Is there a way for people to share projects with a specific user? Thanks!"
41273	Can our students create Scratch projects with an Amazon Fire tablet?	3/22/16 21:57	"Hi!  My first post/discussion.  I am teaching a STEM program and using the SCRATCH program.  Our school is thinking of investing in Amazon Fire tablets. I bought one and tried it on Scratch, but when I pressed CREATE, i got a message that said, ""Oh, no!  We're having trouble displaying this Scratch project.  If you are on a phone or tablet try visiting this project on a computer.  IF you're on a computer, your Flash player might be disabled, missing, or out of date.  Visti this page to update Flash."" Please advise if we can do Scratch projects on an Amazon Fire. Thank you so much, Phil Siegel STEM teacher Waukegan, Illinois"
41313	Informal Scratch educator poll about Problems of Practice	3/24/16 15:07	Informal Scratch educator poll for Thursday! Respond here or on Twitter.
41324	Teaching Scratch through Skype	3/25/16 15:22	"Planning to start teaching Scratch online through Skype. Just curious, is there anyone who has any experience ? Would love to hear ! Thanks, Uttam"
41370	What are your Scratch Day 2016 plans?	3/28/16 17:44	Are you hosting or participating in Scratch Day 2016? Share your questions and ideas here!
41437	Maryland ScratchEd Meetup Recap	4/1/16 12:30	"On March 19, Dianne O'Grady Cunniff organized and hosted the first-ever Maryland ScratchEd Meetup at Charles County High School, in Waldorf, MD, with help from her colleague, Joe Greenawalt. 24 educators participated in the event, from 3rd grade teachers, to high school CS instructors, to librarians. After a Bingo ice-breaker and introductions, participants contributed to the day's schedule with their passions, interests, and questions. Dianne combined participant ideas with a few pre-planned sessions, and the schedule for the day became: Elementary Learners CS First Club Finch Robots Scratch Projects CS Framework In the Elementary Learners session, teachers shared projects their students had created: In the Finch Robots session, Dianne invited to participants to tinker with Scratch scripts to make the robots move, change colors and say something. No one in the group had used the robots before but after 45 minutes, everyones robots were boistrously moving around the floor, saying hilarious lines like, ""Take me to your leader"" as their ""noses"" lit up. After the meetup, Dianne sent out this note to participants. Thank you to all 24 of you who came, participated and helped out to make a very interesting and worthwhile Scratch meet-up today! Some resources: StemKidsUSA.org, the programming books series that people were raving about created by Pam Trepanier ScratchEd community https://scratch.mit.edu/educators/ ** Amazing resources with TONS of ideas ** Finchrobot.com to get information about purchasing or using robots in the classroom. Rubric and student handouts for a project to create your own storybook ending in Scratch https://drive.google.com/folderview?id=0Bzy3A1l8jB9ed0xZRGVoUkVKSHc&usp=sharing Some nice presentations Scratch across the curriculum http://slides.com/jamesabela/deck#/Scratch in ES https://prezi.com/3h4yp6ylqe0w/showcase-portfolio-for-aes-3rd-grade-fall-stem-2015/. The new framework for computer science K-12 education. k12cs.org all feedback welcomed. A simple algorithm for bringing coding to your school http://www.wisestamp.com/corporate/resources/wisestamp-knowledge-base/educational-institutions/a-simple-algorithm-for-bringing-coding-to-your-school/ Want to send people to learn about the Code Studio? An introduction to programming with blocks? Have them sign up for a free 1-day workshop 04/23/16, 09:00 - 03:30 Charles County School Administration Building 07/26/16, 09:00am - 03:30pmCollege of Southern Maryland https://code.org/professional-development-workshops Do you have more to add? Put it on our sharing wall:http://padlet.com/wall/76regixpsqir Keep an eye out for more good ideas to share and an invite to the next computer education enthusiasts get together in May! Finally, a survey: An increasing number of schools are teaching children to code. Dr. Peter Rich of Brigham Young University is conducting a study to better understand primary education teachers’ current practices to teach computing. If you teach computing (e.g., coding, programming, computer science) to children ages 14 or younger, please consider participating in this 20-minute survey at https://goo.gl/wzKXRi. Those who teach computing to children 14 and younger and complete the survey will be entered to win an ipad mini. There will be a random drawing to give away 4 ipad minis for the first 800 complete responses. Thanks!-- Dianne O'Grady-Cunniff CS Matters in Maryland Charles County Public Schools Are you interested in hosting a meetup in your community? Check out the ScratchEd Meetup Guide."
41452	"Scratch Educator Meetup Cambridge: April 2, 2016"	4/2/16 12:36	"Have thoughts, notes, ideas you want to share from today's meetup? Add them to this thread!"
41532	ScratchMIT2016 Will you attend? Where do you stay?	4/6/16 8:13	"When I attended ScratchMIT2012 I never would have thought that only four years later a would attend for a fifth time. But I am, and I'm looking forward to reconnect with fine people I met before, and prepared to enjoy totally unexpected things with people I've never met before ... It's a pity we can't stay at MIT Dorms this year (at least I found no refernece to the option). Cambridge / Boston hotels are heavy priced so I followed the suggestion of Derek Breen to book with a youth hostel  Six nights (August 1-7) are much cheaper than a single night at the Kendall Marriot. You may get what you pay for, but I think it can be good company if some more of us stay there. Please use the comments to share your travel plans, we may find some slots for bonus fun and learning."
41553	Setting up student accounts	4/7/16 8:41	"What is the best way to set up student accounts in Scratch? In particular, what is the best way to set up student accounts in which they can participate in the Scratch Community, share their work and use a classroom Studio? Thanks, Lisa Waters, CS teacher for JK-8"
41555	How to set up accounts for many studetns	4/7/16 10:15	I have been using scratch 2.0 with the children on shared laptops.  The children want to be able to save thier work but I haven't found a way to do that without creating an account for all 400 children. I am open for suggestions. Thank you!
41590	Seeking Scratch Instructors for After-School Program in Brooklyn	4/8/16 18:07	"Hi Scratch Group! I am seeking a few scratch instructors to teach scratch to elementary students in Park Slope, Brooklyn. if interested, please reach out directly and mention this forum! Kate (learn@beetutored.com) Thanks!"
41646	"Scratch Educators Meetup in Holyoke, MA: May 7, 2016"	4/11/16 15:39	"We're celebrating Scratch Day a week early this year with a Scratch Day Educators Meetup in Holyoke on May 7 so folks can also participate in events in Boston on May 14. Join us at the Massachusetts Green High Performance Computing Center for a three-hour Scratch Meetup for Educators! BYOL (Bring Your Own Laptop), if possible. The event is free and breakfast and lunch are included. Beginner Scratchers and seasoned scratchers are all welcome. Learn more and register here."
41675	Adult Education and Learner Autonomy	4/12/16 13:38	"Dears colleagues, What do you think about how to develop learner autonomy in adult education? I am teaching a workshop about Scratch and programming language and the idea is to analyse how students develop their learner autonomy with the platform.. Do you have some ideas?"
41679	JSON Project Idea - Make Sense?	4/12/16 14:09	For a HS class I am considering the following: Build a Scratch Project Download the JSON and associated files Reverse Engineer the JSON - Explain in SImple English What is Going On (It is this understanding I am after) Edit the JSON and Upload and Demonstrate Change Students are Java Script literate. Does this make any sense? Thanks
41686	Having Kids create the code	4/12/16 20:16	"I have several students who have completed and loved Course 1of Code.org's Coursework (it's geared towards specific age groups) but are too young to understand Course 2. Is there a way to create a background or scene on Scratch that allows the kids to use their own coding ability. It has the character and a goal to meet, however they have to tell the character where to go. It's for ages 4-6 if that helps. Any thoughts?"
41687	Having Kids create the code	4/12/16 20:16	"I have several students who have completed and loved Course 1of Code.org's Coursework (it's geared towards specific age groups) but are too young to understand Course 2. Is there a way to create a background or scene on Scratch that allows the kids to use their own coding ability. It has the character and a goal to meet, however they have to tell the character where to go. It's for ages 4-6 if that helps. Any thoughts?"
41717	learning about loops	4/14/16 9:51	A student who wants to learn Python is using Python for Kids. He is stuck on loops and it got too hard for him to continue alone. I thought I could use Scratch to then show Python code to help but I'm not getting it to work. Help! Any advice please?
41744	Looking for Scratch Day Events to Connect With	4/15/16 15:37	"We are planning our Scratch Day event in Lexington on May 14, 2016 from 9:30 am to 12:30pm EST.  We would like to have a station at our Scratch Day where students could connect with other students at other Scratch Day events to ask questions or share projects using Google Hangout.  If you are hosting a Scratch Day on May 14th and would like to connect with us, please contact Kelly Fischer at kelly.fischer@fayette.kyschools.us. Thanks!"
41785	"Looking for Co-Hosts of Scratch Day in Bangalore, India!"	4/18/16 9:17	"Hi everyone! I work at an education & technology not-for-profit called QUEST Alliance. We work to bridge the education and skills divide by enabling self-learning for young people aged 10-35 years.  We engage with educators, civil society, government institutions and corporate organisations to demonstrate and enable scalable and replicable solutions in school education and vocational training. We have just recently concluded a program where we worked with over 300 students in 2 government school on introducing them to coding & creative computing using scratch. We are organising a scratch day educator meetup for the May 14th in Bangalore, India and looking for people who would like to co-host it with us! Are you in interested? please email me at ragini@questalliance.net You could also Sign up if you wish to just attend. http://day.scratch.mit.edu/events/1469/"
41821	"Scratch Educators Wanted @ Triton College, River Grove, IL"	4/19/16 11:13	"My Name is Eric Morton, and I am the Coordinator for the School of Continuing Education at Triton College in River Grove, IL.  I am looking for a Scratch Educator to teach two of my Scratch Programming courses for this summer 2016 semester at Triton College.  If you are available and interested in teaching one or both of the sections below, please contact me at ericmorton@triton.edu or by phone at 708.456.0300 x3501. Here are the schedules for both sections: CMPC48101 / Scratch Programming (Ages 7-9) / 6/27/2016 - 6/30/2016 / 8:00 AM - 11:50 AM / Mon., Tues., Wed., Thurs. CMPC48102 / Scratch Programming (Ages 10-13) / 7/11/2016 - 7/14/2016 / 8:00 AM - 11:50 AM / Mon., Tues., Wed., Thurs. Thank you for your time. Eric"
41885	"ScratchEd Meetup NYC Notes from April 21, 2016"	4/21/16 13:50	"Hi ScratchEd NYC Participants, Please share any notes from meetup sessions in this doc - both for other participants and for the larger ScratchEd community! Here are our reflection notes. Thanks! #ScratchEdMeetup #NYC Folllow us: Facebook, Instagram, Twitter"
41922	Semana del libro y Scratch: #cervanrobotweek #23a29abril	4/23/16 5:17	"Estamos promoviendo la realización de una semana del libro especial, alrededor de la figura del Quijote o Cervantes, como otras, pero donde la programación en Scratch y la robótica educativa, entre otras, sean también protagonistas. La idea ha partido del gran Antonio Ruiz (@antjueduland) que la ha estado difundiendo por Twitter. Como nos ha parecido genial, bonita, oportuna y muy didáctica, unos cuantos tuiteros nos hemos unido rápidamente. La idea es muy sencilla: si conoces de algún proyecto sobre novelas o personajes de Cervantes, o si lo estás haciendo, o lo has hecho, añádelo al estudio Scratch https://scratch.mit.edu/studios/2006518/projects/ Si estabas buscando alguna idea para celebrar este día, anímate y crea tu proyecto durante los días 23 al 29. También puedes remezclar alguno de los proyectos que ya hay en el estudio de la cervanrobotweek."
41923	Semana del libro y Scratch: #cervanrobotweek #23a29abril	4/23/16 5:17	"Estamos promoviendo la realización de una semana del libro especial, alrededor de la figura del Quijote o Cervantes, como otras, pero donde la programación en Scratch y la robótica educativa, entre otras, sean también protagonistas. La idea ha partido del gran Antonio Ruiz (@antjueduland) que la ha estado difundiendo por Twitter. Como nos ha parecido genial, bonita, oportuna y muy didáctica, unos cuantos tuiteros nos hemos unido rápidamente. La idea es muy sencilla: si conoces de algún proyecto sobre novelas o personajes de Cervantes, o si lo estás haciendo, o lo has hecho, añádelo al estudio Scratch https://scratch.mit.edu/studios/2006518/projects/ Si estabas buscando alguna idea para celebrar este día, anímate y crea tu proyecto durante los días 23 al 29. También puedes remezclar alguno de los proyectos que ya hay en el estudio de la cervanrobotweek."
42067	Scratch Jr. now supports Spanish	4/27/16 15:57	"Scratch Jr. 1.2, with support for Spanish, is now available: http://bit.ly/itunes1-2  (iOS) http://bit.ly/google1-2  (Android)."
42127	KY Scratch Educator Meetup: May 2016	4/29/16 14:12	"KY Scratch Educators will be meeting on May 21, 2016 from 10am to noon at Awesome, Inc. in Lexington, KY! Meetups are a great way to build your personal/professional learning network and have fun learning from others using Scratch! Our meetups are open to all educators, parents, librarians and community partners interested in learning more about how the power of creative computing can transform learning! Register to attend on our Eventbrite page. We hope to see you!"
42206	Refugees Welcome / Open Call for Projects	5/3/16 7:06	"Hi ScratchEd Community! Some children in Spain and India have been designing sprites and backdrops depicting the current refugee crisis. Now they are gonna make stories and animations to show support for all those who have had to leave their lives and memories behind! Do you want to join and participate? In this project https://scratch.mit.edu/projects/107972743/ you'll find 23 sprites and 7 backdrops. Just let your children remix it, choose some of the sprites and backdrops (you can discard the rest) and create a story (or animation, art, game) about the refugee crisis. Of course you they can also add new sprites and backdrops! We will be happy to share all the projects in Inventors4Change Studio: https://scratch.mit.edu/studios/278075/ For more information about the global education project: http://www.inventors4change.org Our children have been doing research on the topic. Their blog on the refugees: https://kidblog.org/class/inventors4change/ Thanks!! Eduard"
42312	"San Francisco Scratch Educator Meetup: Saturday, May 7, 2016"	5/6/16 10:56	"We're so excited to be in San Francisco for the first #ScratchEdMeetup #SF! Here are some resources for the May 7 San Francisco Scratch Educator Meetup: Notes from the meetup breakout sessions A Google doc where we can share ideas, notes, questions, and resources from the different breakout sessions. Reflections from the meetup A document where we'll share reflections on our learning experiences at the end of the meetup We'll also be sharing the meetup with others via: Scratch: https://scratch.mit.edu/studios/2040182/ A studio for sharing favorite projects. Twitter: https://twitter.com/scratchedteam Follow the meetup action using the #ScratchEdMeetup #SF hashtags! Facebook: http://facebook.com/scratchedteam Instagram: http://instagram.com/scratchedteam/ Flickr: http://flickr.com/scratchedteam Add your ideas, questions, and resources as a comment below!"
