CID	NID	Topic	Comment Created	Comment Body
4309	23440	Printing Out Scratch Art	11/16/13 19:36	Screen capture does the job. We use the snipping tool on Windows 7 :)
4294	23457	Looking for collaborators	11/13/13 5:47	"My club too meets Wednesdays...from 2.10-3.40 pm, but we have another time zone! would you develop the same themes? Beatrice"
4267	23493	Scratch 2.0 & Pico Boards	11/4/13 23:15	That ability will be coming soon! (It got delayed due to a change in Flash.)
4644	23493	Scratch 2.0 & Pico Boards	5/30/14 12:04	-Any current info available for using Pico and Scratch 2 together?
4304	23536	Ways for students to share their scratch projects	11/14/13 19:54	"Patrick: I was thinking the same thing today! I am running a pilot program with a group of 8th graders here in Central NY and since we can only meet once in a 6 days cycle, I am using Edmodo to commnicate with them and files and assignmnets BUT I too  would like a studio space we could all have in Scratch and add things to for eacy access. I know we can seach for files but maybe there is a easier way..."
4305	23536	Ways for students to share their scratch projects	11/14/13 22:41	"Kathy, I was able to create a studio on the scratch website for my class.  The hard part was there seems to be no way to ""invite"" students to the studio.  So each student had to search for and find the studio then ""follow"" it (using the search function then selecting ""studios"").  Once there they could add their project to it. The bummer is there is no way for me or them to organize it.  I wish there was a way to create folders or something like that.  So all their different projects are just ""loose"" within the studio.  So when I want to watch them for grading purposes I have to search them and find them. So it is not perfect but at least the students can see each other's projects and make comments etc. Hope this helps!"
4306	23536	Ways for students to share their scratch projects	11/15/13 6:12	"Patrick: thanks. I was thinking about doing the same thing and you are confirming some of the things I suspected  would happen! Yesterday I tested out using Edmodo to post an URL of a Scratch project files. It worked well. Now, at least I know a student could post to the group: ""here is my lateset scratch project"" with URL for others to FIND it easily and comment on it BUT lke you said I do not thinki there is any easy way to have a student Portfolio of projects in Scratch for our students to easily find. Most of us eductaors know that the best online resource is one that allows more classroom control. Web 2.0 sites like EDUglogster and Edmodo get it and I know Scrtach will too eventually! The trick is to keep design a place in the site for teachers and students to collaborate as a private group, but also allow enough open-ness (public) to share with others in the public Scratch community. I too am learning as a I go. As always, I love to learn with the kids-- I just try to stay one step ahead of them! They always teach ME how to teach THEM! :) I am using MIT course currciulum (just trying to update pages to relfect Scratch2.0) but I also provided them with Super Scratch 2.0 Programming Book and told them they can work those exercise at home."
4587	23536	Ways for students to share their scratch projects	4/8/14 3:18	"@Patrick: I had the exact same idea, creating a class account and then creating a studio within that account.  But when I tried to find the studio logged in as myself, I couldn't find it.  Any advice?  It would be wonderful to be able to have a place where students could upload their individual work, and then as the curator/teacher, I could group the projects according to specific assignments or grade level.  And I was also wondering how to keep others from posting their creations in the same studio... If anyone comes up with an easy, workable solution, please share! Thanks!"
4273	23537	Ways for students to share their scratch projects	11/7/13 8:17	"I'm going to add my two cents to this issue because there have been several posts about class management of Scratch projects since 2.0 came out. First I want to say how awesome Scratch 2.0 is, and give a big pat on the back to the Scratch team for delivering such a great web app. I still consider Scratch to be my top application for teaching elementary and middle school computer science, as well as just the coolest program to create stuff with in general. That said, and as others have commented on here, it has been a frustrating experience using Scratch 2.0 in a classroom environment. Creating a class Studio for projects is simply not working. As a result, we cannot see all of our projects in one place, and comment and critique them. Working in the cloud only (with Chromebooks), I am forced to have kids copy and paste links to their projects into an Edmodo group, where we can see each other's work and make comments. Very cumbersome. And with grades where I cannot use Edmodo, I am lost. I know the Scratch team is working on a Class Management tool, and I have to emphasize that tool cannot come soon enough. Please know this is not a trivial matter for educators using Scratch 2.0. We desperately want to use Scratch, but this Studio issue is really messing things up :( respectfully, Peter R."
4286	23537	Ways for students to share their scratch projects	11/10/13 15:46	"Can I ask here if it would be possible to link the sharing to a Google-ID. Advantages: 1. Widely known, trusted, used. In education paticularly. 2. Allows Google-groups to be used for authroization. This allows both professional (with Google-apps domain) and private (free version of google-groups) usage.  If the authorization is chosen the way Zoho com does (allows signing in with a google-apps-domain ID without the domain admin having to authorize it, that would be great) 3. MIT already hosts appinventor which uses google-logins. So it should be known within the organization. 4.  It will still allow the core (scratch) to be hosted at MIT or anywhere. 5. Google has a good security reputation. 6. It could be advantageous to not have to share with the whole world. A student could be allowed to share work with just a teacher. This would involve changing the code, though. Possible disadvantages: 1. Avoid getting tied in to G+ for privacy reasons and it will exclude many domains/schools that do allow Gapps but not G+. 2. General privacy concerns. 3. Will require signup for Google-ID. 4. Exclusion of countries that block Google. Just my 2c. Y. added thoughts: Currently the way to see the work of a group of students is really only possible of the students make links to their publicly shared projects available. Ways of doing this? 1. email to teacher. (gets confusing) 2. Collect all links in one google-site or in a forumpost in a google-group or VLE. 3. Put them all in a doc (table) or spreadsheet in a doc that is shared with the group. Currently it is not possible to collaborate on programming, but that may be aiming to high. Since students can share IDs they can learn from each other, but could also copy parts from each other. In individual marking situations this is not an advantage."
4292	23537	Ways for students to share their scratch projects	11/11/13 18:04	"I agree with your observations.  I have been able to create studios and have my students share their programs, but this only works when they are all done with their programs.  And once they share their programs, EVERYONE can see it, which starts to be a bit too distracting for the students. I have been doing pair programming, which I really like, but since students can't share an account it causes a problem when one of the students is absent.  I agree a Class Management tool is ideal. I would love to continue any and all Scratch 2.0 conversations directly. You can find me on twitter @reesegans"
4318	23537	Ways for students to share their scratch projects	11/18/13 15:56	I have been teasting using Edmodo. Kids can post the URLs in the site (after they shared) and we can all see what they have done.
4324	23537	Ways for students to share their scratch projects	11/20/13 4:30	"I agree with Peter R. The children I teach really want to share their creations with the rest of the class but finding a suitable and secure way is tricky. I need something that is quick and easy and won't get bogged down with being blocked by educational ISPs. On a lighter note, my children have only recently started using Scratch (2 1/2 weeks in) and can't get enough of it. It is seriously blowing my mind! Robert N @nobleICT"
4308	23605	Super Scratch Programming Adventure! (free chapters)	11/16/13 19:33	It is a great book too and highly recommended :)
4284	23627	Student Accounts	11/8/13 19:42	"Hi Patrice, Way back in 2010 I posted here about a paper I read from Agnes Chang where she talked about a synchronous collaborative version of Scratch. Although an amazing idea, I think it presents difficult technical and design challenges. Still, we can dream... If not something that complex, I would love for students to at least be able to share sprites and backpack items between each other more easily. Here's the link to Chang's paper"
5684	23627	Student Accounts	4/20/17 14:50	I am still hoping that MIT will be update Scratch Edu so that a student can be enrolled in more than one class. I have used Scratch for several years. Now our science teachers enrolled all seventh grade students in their Scratch classes and I am unable to enroll them in my computer class. Very frustrating!
4319	23842	ScratchEd Weekly Roundup | 11/09/13 - 11/15/13	11/18/13 16:38	The possibility to add tutorials to the tips bar is great! Two questions: Will the tutorial be available for translation? Can we add our own tutorials?
4333	23842	ScratchEd Weekly Roundup | 11/09/13 - 11/15/13	11/28/13 11:52	"Hi Manuel, Great questions! We are currently looking for help translating the Scratch Hour of Code tutorial. Please leave a comment on this discussion thread if you're interested in contributing. - http://scratched.media.mit.edu/node/24076 The Hour of Code tutorial was designed specifically for this event, so the option of people adding their own tutorials to the tips window is not available at this time. Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
4322	23866	Teacher's/Administrator's perspective ?	11/19/13 23:12	"Hello, I am the principal at a middle school (grades 5-8), and I am planning on starting an after school Scratch club. One of the things that I think you need to stress with administrators and parents is the creative naure of coding. There is some negative buzz at times around the thought that kids spend too much ""screen time."" There could also be some push back if people view it as ""gaming."" Good luck, and let me know if there is anything I can do to help. Tim Smith"
4340	23977	ScratchEd Weekly Roundup | 11/16/13 - 11/22/13	12/3/13 11:38	"Greetings, The link for Community coordinator does not work. Do you know whether the position has already been filled or if there is a problem with the link? Thank you for your help! -Sharon"
4342	23977	ScratchEd Weekly Roundup | 11/16/13 - 11/22/13	12/3/13 15:25	I was able to get the answer to this myself. The position is still open and they are working on restoring the link. -Sharon
4343	23977	ScratchEd Weekly Roundup | 11/16/13 - 11/22/13	12/3/13 15:58	"Thanks for letting us know, Sharon! The link to the Scratch coordinator job is now working."
4387	24048	Need help with Super Scratch Programming Adventure	12/10/13 22:05	"Hey Ian! I'm sorry for all the trouble. I'm the editor of the book. Here's what I'd recommend--use the ""Blank"" versions of the projects. That way, you can focus on the programming, not adding files. Use ""File > Open"" (Scratch 1.4) or ""File > Upload from your computer"" (Scratch 2) to open a project file. The games are the files named .SB or .SB2 depending on which version of Scratch you're using. Scratch can't open the ZIP files, they need to be unzipped first. Hope that helps-- Tyler For Scratch 2 (the one on the Web): http://nostarch.com/download/Super-Scratch-2-Resources.zip For Scratch version 1.4: http://nostarch.com/download/Super-Scratch-Resources.zip Download those, unzip the game files. Scratch can open the files once you unzip the file--they are in the ""Blank"" folder (2) or in ""Super Scratch Games (No Programming)"" (1.4)."
4331	24076	"Looking for ""Hour of Code"" translation help"	11/28/13 5:46	i can translate into Turkish.  What or how should I send ?
4334	24076	"Looking for ""Hour of Code"" translation help"	11/28/13 13:02	I can translate to Portuguese (Portugal).
4336	24076	"Looking for ""Hour of Code"" translation help"	11/29/13 6:36	I can translate the handout into Spanish and Catalan.
4344	24076	"Looking for ""Hour of Code"" translation help"	12/3/13 16:26	"Hi Frank, Thank you for offering to translate the Scratch Hour of Code handout into Spanish and Catalan! You can download the .doc version of the handout at http://scratched.media.mit.edu/resources/scratch-holiday-card. Please share your translated material as a new resource on ScratchEd, or you can email it to us at scratched@scratch.mit.edu. Thanks so much! Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
4345	24076	"Looking for ""Hour of Code"" translation help"	12/3/13 16:28	"Hi Manuel, That would be wonderful! You can find the .doc version of the handout at http://scratched.media.mit.edu/resources/scratch-holiday-card. Please post the translated handout as a new resource on ScratchEd or email it to us at scratched@scratch.mit.edu. Thank you! Michelle Chung, on behalf of the ScratchEd Team"
4346	24076	"Looking for ""Hour of Code"" translation help"	12/3/13 16:29	"Hi Hakan, Fabulous! You can download a .doc version of the handout at http://scratched.media.mit.edu/resources/scratch-holiday-card. Please post the Turkish version as a new ScratchEd resource or email it to us at scratched@scratch.mit.edu. Thank you so much for your help! Michelle Chung, on behalf of the ScratchEd Team"
4353	24076	"Looking for ""Hour of Code"" translation help"	12/5/13 4:20	"For this document : french translation: Unfortunatly this link does'nt work , so copy this link in your browser http://scratchfr.free.fr/scratchfr_v20/Hour_of_Code_ Dec5th2013.zip Scratch ON"
4355	24076	"Looking for ""Hour of Code"" translation help"	12/5/13 10:40	"Awesome! Could you please share the handout as a new resource or would you like me to post it on your behalf? Thank you, Michelle Chung, on behalf of the ScratchEd Team"
4356	24076	"Looking for ""Hour of Code"" translation help"	12/5/13 12:27	"Is there a German version already? I coulnd't find it. If not, I'd be willing to generate it."
4357	24076	"Looking for ""Hour of Code"" translation help"	12/5/13 12:53	"Hi Bernd, There isn't a German version yet. We'd love it if you have time to translate the handout. Thanks! Michelle, on behalf of the ScratchEd Team"
4361	24076	"Looking for ""Hour of Code"" translation help"	12/5/13 16:53	"Hola! he realizado la traducción al Español del Handout, antes de ver este post. Espero que la versión sea de utilidad. Les comparto el enlace. www.slideshare.net/nancito/tarjeta-de-felices-fiestas-interactiva No tengo en este momento disponible la versión .doc en cuanto pueda la agrego como recurso. Saludos desde Argentina. @nancito"
4363	24076	"Looking for ""Hour of Code"" translation help"	12/6/13 7:36	"Here is a german version: http://scratched.media.mit.edu/resources/hour-code-aktivität-handout-scratch-grußkarte All the best, Bernd."
4366	24076	"Looking for ""Hour of Code"" translation help"	12/6/13 11:52	Done.
4367	24076	"Looking for ""Hour of Code"" translation help"	12/6/13 14:47	"Hi Nancy, Thank you so much for your help! I've added a link to the Spanish handout on the resource page. - http://scratched.media.mit.edu/resources/scratch-holiday-card Sincerely, Michelle, on behalf of the ScratchEd Team"
4368	24076	"Looking for ""Hour of Code"" translation help"	12/6/13 14:49	"Perfect! I've added a link to the German version at http://scratched.media.mit.edu/resources/scratch-holiday-card. Thank you so much, Michelle, on behalf of the ScratchEd Team"
4369	24076	"Looking for ""Hour of Code"" translation help"	12/6/13 14:51	"Thank you so much! I've added a link to the Portuguese version at http://scratched.media.mit.edu/resources/scratch-holiday-card. Sincerely, Michelle, on behalf of the ScratchEd Team"
4360	24181	Can we get rid of the green flag?	12/5/13 15:56	When you click the green flag it disappears though :)
4370	24182	How do i get rid of the green flag?	12/6/13 15:04	"Hi Cynthia, Thanks for sharing and I can understand your concern. The green flag is a convention in Scratch to signal a project to start, similar to the play button on YouTube videos. Unfortunately, I don't think there is a setting option for not having the green flag appear. Since you're creating Scratch holiday cards, you might also be interested in the Scratch Hour of Code activity as well. - http://scratched.media.mit.edu/resources/scratch-holiday-card. Sincerely, Michelle Chung, on behalf of the ScratchEd Team"
4358	24201	Holiday artwork	12/5/13 15:49	Yes they are very much appreciated and will benefit many Scratchers :)
4364	24219	sorting	12/6/13 9:16	I found info on the Scratch wiki but I'm looking for people and projects - thanks!
4365	24219	sorting	12/6/13 10:16	"I recently participated in an international project about Computer Science, unplugged. We discussed in many details quick sort, random sort, bubble sort etc using marbles, glasses etc. I'm going to set up something like sorting algorithms in programs and/or robotics. I'll keep you posted if we decide to go on that. Thanks."
4372	24238	"""Real"" Programming"	12/7/13 13:03	"Was Barbara Cartland a ""real"" writer? After all, she never used a typewriter but dictated all of her bestselling books."
4373	24238	"""Real"" Programming"	12/7/13 16:10	"Hello I would give the example of HTML creation tool. It is possible to write direcly the tags on a text document or use a a WYSIWYG tool like dreamwaver. Using a WYSIWYG tool will save a HUGE Time and it is accessible to everyone even with no background on CS. And after all, why programming should be difficult with typing code. Later I want to open a thread: Do we still need to write algorithm on a paper and than translate them into a programming language?I think with scratch there is no nead any more. Hope that it helps. ADEL"
4374	24238	"""Real"" Programming"	12/7/13 23:13	"I've encountered this misconception frequently. There tends to be a forgetting that these words that I'm typing in this response are themselves abstract pictorial symbols strung in a learned and agreed upon ordering. I've begun to ask if there is a cognitive benefit, or a cognitive difference, in the construction and recognition of these typographic patterns, that renders them superior to other kinds of visual patternings. There is a sense of cultural interia, tied to a received definition of authenticity, of what behaviors or signals mark ""real"" programming. It's taken persistent conversations, and a recognition of when someone is ready to hear this ""novel"" definition."
4375	24238	"""Real"" Programming"	12/7/13 23:15	"It is a legitimate concern that visual languages may not contain all of the functionality of something like C++, but for everyday programming tasks Scratch is more than capable and I know that in the UK they use it right up to A-level to teach key concepts. Such concerns remind me of the days when people used the Command line and WIndows was not a real operating system.  I wonder how many of these people are exclusively using the Linux Shell now? There are advantages in terms of resource use, but the rest of us have moved on."
4377	24238	"""Real"" Programming"	12/8/13 15:40	"A blog post submitted/reblogged by ""fyprocessing,"" a Tumblr site devoted to the work of artists experimenting with Processing, offers an interesting point of view with regard to the different expressive potentials offered by different programming environments. It suggests that different imaginaries, or different imaginations, may be sparked or accessed by interaction with different tool kits. The argument echoes Clifford Geertz and Marshall MacLuhan's observation that humans shape and are then subsequently shaped by our tools. The link for the original is: http://fyprocessing.tumblr.com/post/69317286302/hamoid-my-first-animgif-programmed-in-nodebox and I quote it here in its entirety: My first animgif programmed in Nodebox. I still prefer code, but I see the advantages of Nodebox: Pause, play and rewind your animation. Go to the previous and next frames. Tweak values and modify your program *while it runs*. No need to stop and restart your program. This is great for experimentation. Export a range of frames. Export an mp4 movie or a vector PDF file. You can write your own modules in Python and Clojure. What I don’t like: No animgif nor gif export. Each time I export I must set the range and file format. Frame rate not so high. No access to the great collection of Processing libraries (midi, webcam, graphic tablet, OSC, etc). It’s great for people learning to code, and for those who don’t like typing code. It may also be great for sketching concepts, tweaking values and experimenting, to later port the idea to an environment that performs faster. Our creations are influenced by the tools we use. I suspect the kinds of creations we produce by typing code (Processing, Open Frameworks, SuperCollider) and by connecting nodes with wires (Nodebox, PD) can differ, the same way the kinds of results we get when using different programming languages can also be different. For instance, some languages  make it easier to write recursive programs. Other languages make it easy to work with big data sets, or with strings. I wonder… what is Nodebox best at?"
4382	24238	"""Real"" Programming"	12/9/13 11:51	"I've been teaching Scratch for a number of years, and a coworker and I would often have this back and forth. I'd say I wasn't a programmer, he'd argue that I could use Scratch, so I could program. Now I am student in Karen Brennan's class, and am thinking about this question in my final paper. I try and draw parallels to other things I know how to do, using iMovie is editing video but is not as powerful as using Final Cut Studio, but I'd still say they are both video editing. So, why, in my head is Scratch not programming or programming in the same sense but just lacks some of the capabilities of other languages. I think for me it has something to do with identifying as a ""programmer,"" but I am still trying to break that down. @Rafael, I am compelled by the idea of different environments supporting or leading to different potentials, that begins to take away some of the heirarchy between text and visual based programming. I wonder how many people on this thread do know how to program in a text based language. I think its probably valuable to foster the identity of a ""programmer"" in youth in Scratch classes I am facilitating, but its still struggle with calling myself a programmer."
4385	24238	"""Real"" Programming"	12/9/13 17:51	"@Peter, I'm glad that this idea is compelling for you. :) In the visual arts, part of the training/learning/discovery is what expressive potentials and opportunities exist with which ""media"" and ""substrates"". Pencils, brushes and crayons offer different things. It's easy for me to forget this, or to treat it as transparently self-evident. Sometimes, when I'm feeling mischievous, I think about the range of expression possible with a hammer and a piano. Both could be seen as percussive uses of a lever. ;)"
4487	24238	"""Real"" Programming"	2/13/14 15:52	"I believe that Scratch programming is directly linked to Javascript. It has all the same features, and a lot more. If the person that emailed you doesn't know Javascript, but wants to know, show them this website: www.Codecademy.com I am actually working on a Scratch-javascript converter right now. They are that similar. Hope this helped you Karen!"
4391	24348	"Scratch Day event, how to do.... ?"	12/11/13 17:26	"Hi Fabio, It's exciting to hear that you're planning to host a Scratch Day event! You can join the organizers mailing list and post your event on the Scratch Day website at http://day.scratch.mit.edu. Sincerely, Michelle, on behalf of the ScratchEd Team"
4413	24348	"Scratch Day event, how to do.... ?"	1/2/14 13:38	"Thank you Michelle, please, let me know how to join the mailing list. I didn't found informations about it. Thank you again Fabio"
4518	24348	"Scratch Day event, how to do.... ?"	2/26/14 12:45	I am also struggling with this question. I sent in a support request via the Scratch Day website but have yet to hear back so I'm bumping this thread in hopes of illiciting some help. Thanks!
4520	24348	"Scratch Day event, how to do.... ?"	2/27/14 10:06	"Just a quick note to others looking for information on this topic. I received this feedback from the Scratch Team to a direct inquiry: ""The MIT Scratch Team is in the process of updating the Scratch Day site for 2014. We'll post an announcement on ScratchEd when they've updated the Scratch Day site."" Regards"
4521	24348	"Scratch Day event, how to do.... ?"	2/27/14 10:09	I just took another look at the scratch day site. It seems that this was updated overnight. If you go to the login page you will now see a tab to create a new account.
4400	24478	ScratchEd Weekly Roundup | 12/07/13 - 12/13/13	12/21/13 11:19	www.brainpop.com/educators/community/webinar/brainpoppers-participate-hour-code/#.Uq36atfXWLV.twitter
4398	24514	Feedback on portraits of practice	12/20/13 13:44	I would like to see the geographic location of the teacher. After reading the portrait I was thinking I wish there was a way to get in touch with her to discuss her concerns and/or collaborate. So having a place to note how to contact the teacher is important.
4399	24514	Feedback on portraits of practice	12/20/13 14:06	"Thanks, Karen!"
4417	24711	"how can students ""submit"" answers to exercises"	1/3/14 18:20	"For students to ""submit"" or ""share"" their work, I have created Studios for separate ""challenges"", as well as had students share the links to their projects on a class or camp Edmodo page. If you just want to ""see inside"", students could take a screen shot of their code and put several projects in one document."
4419	24711	"how can students ""submit"" answers to exercises"	1/7/14 6:31	"I've got a high-tech and a low-tech solution for you.  On the high-tech side, you could create a thread on the Scratch discussion forums (perhaps in the Collaboration thread), where they can take advantage of the block plugin to type out their commands and have them rendered as Scratch blocks. The low-tech solution would be to give them a worksheet or index card on which they would hand-draw/write their block solution.  This may actually be more authentic to the professional programming world where paper-prototyping is a longheld practice.  You could even tie it in to Scratch Cards, so students may share their solutions with each other. However the easiest option I can imagine is having them take a screen capture (this blog entry shares how to capture just a portion of the screen on both Mac and PC so they could just show the blocks vs. full screen) and paste it into your assignment in Edmodo so you can scan them all quickly and even provide feedback or grade them within Edmodo. For schools not using Edmodo a shared Google Doc where all students paste their solution could work in a similar manner."
4420	24711	"how can students ""submit"" answers to exercises"	1/7/14 12:04	"Thanks for the tips. I did not know about the scratch API. I see that the 2.0 API isn't quite ready for prime time, but eventually I think using the API will give me what I need in the most direct way."
4421	24711	"how can students ""submit"" answers to exercises"	1/7/14 12:05	Thanks.
4442	24711	"how can students ""submit"" answers to exercises"	1/20/14 21:00	"I have students submit their finished projects via google form, but that's better for bigger stuff than what you describe. I suppose you could create a ""starter"" project for each problem, and have the kids remix it? Then to review them, you simply look at the remix tree."
4445	24854	Scratch backup server?	1/23/14 15:54	"I am using Scratch 2.0 in a special activity for Middle School.  We are using the on-line version exclusively.  About an hour ago as I was preparing a project for tomorrow, I was unable to access scratch.mit.edu.  I got a message that the server was having problems.  I have just regained access to the site.  This is the first time this has happened, and I am pleased that access was restored so quickly. Since we rely on the on-line access - it would have been a much bigger problem if this had happened during our class time in which we only have 40 mintues of seat time.  The ability to access the Scratch Program from any computer in the school is well worth the risk, however.  Without the on-line version we would not be able to offer this class. I have Scratch Version 1.4 loaded on my computer, however there is enough difference in the interface that it is difficult to prepare lessons for Introductory classes with it. I do download the student projects to my computer each day, so at least I have a backup of their projects. I look forward to hearing other's experiences, Robin Daniel 1/23/14"
4480	24854	Scratch backup server?	2/12/14 16:10	An offline version of Scratch 2.0 available at http://scratch.mit.edu/scratch2download. M
4483	24854	Scratch backup server?	3/12/14 9:03	hello I think this topic could interest you http://scratch.mit.edu/discuss/topic/27765/ see also http://9giga.sfr.fr/index.php?m=c9ae77e8&a=dc18f91e&share=LNK94995320566e0d643 Alain
5438	24921	MIT App Inventor	7/26/16 14:41	"Hi, How can we use AppInventor in Computer Science education? Do you have any documents/e-book about AI education in classroom?"
5440	24921	MIT App Inventor	7/26/16 20:21	There's an online curriculum located at http://www.appinventor.org/content/teaching-app-inventor/introduction/course-intro.
5444	24921	MIT App Inventor	7/30/16 10:32	Thanks a lot.
4455	25169	Scratch accounts for classroom use	1/29/14 20:02	"Yes, I would be very interested to hear if a classroom management system has been set up as well."
4479	25169	Scratch accounts for classroom use	2/12/14 14:21	"I recommend letting kids create their own username and email (if they have one), especially if you think anyone might want to use Scratch outside of class. If they are under age 13, educators might have students use the teacher's email or set up a class email to use. I've heard educators say that they prefer having students use the teacher's email because any notifications of inappropriate content will be sent to the email on file for the account. Another option is to have young students create profiles at home with a parent or guardian providing an email. This could be assigned for homework with a letter home about Scratch and a place to fill in the chosen username and password -- so teachers can keep a master list on hand just in case a student forgets their account info. NOTE: The MIT Scratch Team is developing ""educator accounts"" to help educators create and manage student/class acounts. They plan to release this feature later this year. Hope that helps! I'd love to hear other ideas. Michelle Chung, on behalf of the ScratchEd Team"
4484	25169	Scratch accounts for classroom use	2/13/14 10:33	"By ""later this year"" I hope you mean before September :)  In any case, excellent news."
4542	25169	Scratch accounts for classroom use	3/17/14 15:05	"I'm very open to an Educator's account. I think that rolling out Scratch accounts per class may be a little daunting from a child protection/internet safety perspective. I would want to have some element of control as to what my students 'share' with the rest of the world. I do hope that the educator's accounts do allow us to make a more 'closed-off' community whereby only specific members can view and comment, Ben Matthews"
4546	25169	Scratch accounts for classroom use	3/19/14 15:37	"I look forward to having a Classroom Management system.  In the interim I created separate accounts and passwords for each of my students in grades 4 - 6. The usernames included the school initials, the grade level, and the students initials.(For example: GS4TM )  I typed the usernames and passwords that I created for students  into a google spreadsheet that we often refer to. I used my email address for all of the accounts. This account is for projects that we are doing in class. Some students have their own personal account for Scratch that they've set up with their families."
4548	25169	Scratch accounts for classroom use	3/20/14 22:35	"Hi Lorraine, I have done the same for all of my 5th grade aprox 100 students.  And I have also used the same formula for username. The problem I am having now is organizing their projects.  I created studios for each class but inviting each student to be a curator has been quite budensome and time consuming.  Wondering how you are handling viewing and keeping track of you student's projects and monitoring comments?"
4553	25169	Scratch accounts for classroom use	3/21/14 20:17	"Sandy, I logged into each of the students accounts  and created a 'placeholder project' with the project title and the students initials. (This is a project that the students worked on for four weeks.)  Then I created a Scratch account and a studio for each of the three grade levels.   I added each of the placeholder projects to the studios.  (This set up is time consuming.) When I go to the studios I see all of the projects from that grade level . I haven't figured out a way to monitor the comments without clicking on each one of them. It will be helpful to have a classroom management system."
4615	25169	Scratch accounts for classroom use	5/13/14 9:56	"Are there any updates about the Educator Accounts or Classroom Management System? I just created accounts for 2 classes using a class email so my students could have their own ""Scratch space"" and be able to save their work, but it was tedious. Looking forward to an easier way to manage classes. marty"
4616	25169	Scratch accounts for classroom use	5/13/14 14:55	Still waiting on news on educator accounts.  Creating accounts for several students is very time consumimg.
4624	25169	Scratch accounts for classroom use	5/20/14 18:36	"We don't have an update yet on educator accounts, but we will post as soon as we know. Thank you all for your patience!"
4650	25169	Scratch accounts for classroom use	6/4/14 5:39	Is there an update regarding Scratch educator accounts? I am getting ready to teach a summer school class and would be interested in a classroom management tool. Does anyone have a sample letter that can be sent to parents asking parents to establish scratch accounts for students?
4697	25169	Scratch accounts for classroom use	7/9/14 7:44	"A possible solution could be to use multiple email addresses in gmail. Gmail - conveniently - ignores anything after a + For instance an email sent to me@gmail.com, me+student1@gmail.com, me+student2@gmail.com show up in me's inbox. Of course you will have to create an account in Scratch for each of your students. The students, on the other hand, will not be needing their own personal email accounts. You can further 'filter' your emails and direct them to folders set up as Student1, Student2, Student3, etc. I hope I didn't miss the mark on this post. I signed up for Scratch a day ago and I'm excited. You guys are awesome!!"
4699	25169	Scratch accounts for classroom use	7/10/14 12:32	The MIT Scratch Team is hoping to release the educator account feature later this fall. We'll keep posting any updates we hear.
4841	25169	Scratch accounts for classroom use	11/11/14 16:17	Any update on the classroom/educator accounts?
4842	25169	Scratch accounts for classroom use	11/12/14 7:44	I wonder if this is even still on the table. marty
4845	25169	Scratch accounts for classroom use	11/12/14 14:29	"The MIT Scratch Team is hoping to release the educator accounts by the end of this year, or in early 2015. Stay tuned for more info!"
4848	25169	Scratch accounts for classroom use	11/13/14 9:56	"Thanks for the update Michelle. Wating anxiously for this add-on. It will be a huge step toward providing access to Scratch for students, particularly those under 13, and toward encouraging wider educational use by making interaction and monitoring a bit more streamlined for teachers."
4859	25169	Scratch accounts for classroom use	11/18/14 19:14	"This is good news, indeed! Looking forward to learning more! marty"
4894	25169	Scratch accounts for classroom use	12/16/14 14:50	"Michelle, Is there an update on the timeline for this yet? I'm hoping to use it with a class after our winter break; we are back in session on Jan. 6. marty"
4917	25169	Scratch accounts for classroom use	1/14/15 13:42	Any updates on student accounts for Scratch 2.0? Hoping to hear something soon. marty h
4922	25169	Scratch accounts for classroom use	1/15/15 11:45	"Hi Marty, Unfortunately, no updates. I promise to post an update here as soon as I know anything. Sincerely, K"
5038	25169	Scratch accounts for classroom use	3/31/15 17:17	I'm interested in that as well.
5039	25169	Scratch accounts for classroom use	4/1/15 3:47	"There are obviously lots of people who would find this really useful - I really hope that the educator feature becomes available soon. Any news, Scratch?! Thank you:)"
5040	25169	Scratch accounts for classroom use	4/2/15 11:09	"Yes - this would be a big breakthrough for using Scratch in the classroom.  I'd love to set up a closed class studio where all the projects could be posted and viewed.  Right now it's too cumbersome to do this with all the workarounds.  That said, I cannot understate how wonderful Scratch is as a resource and I thank you a million times."
5052	25169	Scratch accounts for classroom use	4/8/15 7:15	"Yes, my students were very frustrated yesterday because they couldn't save their work. They are lower school students with no email accounts. My understanding was that the classroom management component of Scratch was in the works and supposed to be rolled out over a year ago. marty"
5053	25169	Scratch accounts for classroom use	4/8/15 9:55	"I am going to experiment with students saving their Scratch files on our network and then uploading them back to the Scratch website. This is not ideal and does not address the community aspect of Scratch, but at least students will be able to save their work. All of my students know how to save a file to their documents and retrieve them. It eliminates having to use a third party application. It would be nice if it was easy to create student accounts but I can't have each child have to use their parents' personal email account and then wait for parents to respond. I don't have to do that for any other subscription we have. Instead of a studio on the Scratch website, students will have a Scratch files folder on our network. I will let you know how this works. marty"
5055	25169	Scratch accounts for classroom use	4/9/15 5:55	"Yes, that's what I have been doing till now, Marty. It works but is rather annoying to have to do this every time  - and would be much better to have the ability set up online classroom accounts (easily!)"
